client_id,symbol,shares,avg_cost
CLIENT001,SPY,721152,553.32
CLIENT001,KO,2154700,77.52
CLIENT001,C,2225376,83.36
CLIENT001,JPM,2292934,119.14
CLIENT001,AAPL,570309,191.33
CLIENT001,PG,1036198,167.78
CLIENT001,TLT,1306012,71.86
CLIENT001,PEP,1346381,148.92
CLIENT001,ETH-USD,12369,4585.83
CLIENT001,BTC-USD,1872,44058.35
CLIENT001,USO,450524,63.11
CLIENT001,GOOGL,27436,2320.88
CLIENT001,VNQ,1088274,107.3
CLIENT001,SLV,1927988,27.37
CLIENT001,TSLA,83785,240.84
CLIENT001,QQQ,56643,388.27
CLIENT001,GLD,474603,227.21
CLIENT001,AMZN,10233,3059.63
CLIENT001,IEF,9065565,73.43
CLIENT002,MSFT,369102,333.89
CLIENT002,VTI,804131,320.24
CLIENT002,KO,3094585,58.68
CLIENT002,JPM,294410,195.98
CLIENT002,C,3929385,33.02
CLIENT002,WFC,2632946,62.39
CLIENT002,SPY,211187,444.02
CLIENT002,NVDA,112736,662.96
CLIENT002,QQQ,305680,282.75
CLIENT002,TSLA,301082,352.92
CLIENT002,BTC-USD,378,73328.68
CLIENT002,IWM,285339,215.08
CLIENT002,USO,384282,90.06
CLIENT002,AAPL,208090,160.12
CLIENT002,JNJ,56690,213.48
CLIENT002,GOOGL,218041,2180.99
CLIENT003,PEP,341178,142.4
CLIENT003,IWM,815282,275.19
CLIENT003,TSLA,457283,207.68
CLIENT003,AMZN,44622,3034.53
CLIENT003,WFC,1633978,57.39
CLIENT003,IEF,666065,130.33
CLIENT003,GOOGL,18623,3141.69
CLIENT003,MSFT,189409,415.34
CLIENT003,TLT,1369615,78.36
CLIENT003,AAPL,151587,235.4
CLIENT003,NVDA,110991,404.6
CLIENT003,PG,404570,164.02
CLIENT003,BTC-USD,806,66289.46
CLIENT003,GLD,124223,220.14
CLIENT003,SLV,1464004,28.79
CLIENT003,JPM,149547,202.84
CLIENT003,VTI,51728,323.17
CLIENT003,QQQ,142761,452.47
CLIENT003,JNJ,178981,199.91
CLIENT003,USO,197854,83.16
CLIENT003,SPY,42994,584.79
CLIENT003,ETH-USD,6203,5380.63
CLIENT003,BAC,5162803,50.23
CLIENT004,WFC,2618430,56.61
CLIENT004,PEP,433456,176.52
CLIENT004,JNJ,545769,195.15
CLIENT004,IWM,573012,239.65
CLIENT004,NVDA,121248,990.72
CLIENT004,GLD,623016,187.09
CLIENT004,SLV,3463349,25.29
CLIENT004,MSFT,213521,346.56
CLIENT004,PG,363030,157.62
CLIENT004,GOOGL,6164,3489.59
CLIENT004,USO,781699,91.68
CLIENT004,TLT,398279,141.48
CLIENT004,VTI,133099,226.99
CLIENT004,VNQ,255097,86.75
CLIENT004,AMZN,3448,2592.51
CLIENT004,AAPL,41383,187.4
CLIENT004,JPM,296411,115.28
CLIENT004,ETH-USD,11404,2959.18
CLIENT004,C,907888,37.08
CLIENT004,SPY,21866,363.88
CLIENT004,KO,2724136,72.62
CLIENT005,PG,878620,135.03
CLIENT005,PEP,738076,171.03
CLIENT005,IWM,452623,181.41
CLIENT005,SPY,144584,579.21
CLIENT005,TSLA,173875,296.61
CLIENT005,QQQ,210247,533.61
CLIENT005,AAPL,223740,230.53
CLIENT005,BTC-USD,1132,43428.4
CLIENT005,AMZN,28903,2832.82
CLIENT005,WFC,1452033,49.25
CLIENT005,BAC,800395,58.05
CLIENT005,NVDA,109240,577.1
CLIENT005,GOOGL,7003,2179.26
CLIENT005,JNJ,332862,122.45
CLIENT005,VNQ,73254,139.1
CLIENT005,C,4655099,67.8
CLIENT006,VTI,484247,313.83
CLIENT006,TLT,686912,126.46
CLIENT006,JNJ,327592,175.55
CLIENT006,C,900753,48.11
CLIENT006,JPM,965857,113.89
CLIENT006,BAC,392564,58.8
CLIENT006,MSFT,60946,410.64
CLIENT006,QQQ,1658558,411.33
CLIENT007,AAPL,286126,219.18
CLIENT007,ETH-USD,36444,4080.79
CLIENT007,PG,1209433,140.09
CLIENT007,MSFT,309439,339.8
CLIENT007,WFC,3526833,50.13
CLIENT007,TSLA,216079,265.15
CLIENT007,JPM,644366,192.17
CLIENT007,BTC-USD,1371,65862.22
CLIENT007,SPY,77672,549.52
CLIENT007,KO,1207781,48.47
CLIENT007,BAC,4632030,31.03
CLIENT007,GOOGL,19912,2125.23
CLIENT007,IEF,255978,84.3
CLIENT007,NVDA,113158,513.81
CLIENT007,USO,8942845,89.32
CLIENT008,BAC,774267,48.89
CLIENT008,NVDA,233250,489.94
CLIENT008,TLT,561985,124.44
CLIENT008,AAPL,346536,199.39
CLIENT008,C,456473,35.65
CLIENT008,VTI,274496,161.3
CLIENT008,ETH-USD,13122,4025.81
CLIENT008,MSFT,106319,241.59
CLIENT008,IEF,637922,96.18
CLIENT008,BTC-USD,578,70757.0
CLIENT008,PEP,296634,214.0
CLIENT008,SPY,134062,329.75
CLIENT008,ETH-USD,5182,2779.24
CLIENT008,JNJ,77614,159.65
CLIENT008,TSLA,216456,200.89
CLIENT008,GLD,87457,209.86
CLIENT008,SLV,1205132,23.23
CLIENT008,WFC,209329,37.9
CLIENT008,QQQ,72767,431.48
CLIENT008,PG,1002020,183.49
CLIENT009,IEF,1122506,121.04
CLIENT009,SPY,363072,434.56
CLIENT009,NVDA,87517,378.35
CLIENT009,TLT,990751,74.41
CLIENT009,MSFT,239485,342.53
CLIENT009,USO,1493101,100.06
CLIENT009,PG,203756,131.03
CLIENT009,BAC,2205198,49.91
CLIENT009,AMZN,29213,3779.16
CLIENT009,AAPL,109149,166.33
CLIENT009,WFC,542462,57.03
CLIENT009,GLD,266908,214.61
CLIENT009,VNQ,672456,95.49
CLIENT009,JPM,186236,209.28
CLIENT009,TSLA,110958,321.83
CLIENT009,C,671224,58.45
CLIENT009,VTI,82364,254.61
CLIENT009,QQQ,1293114,290.35
CLIENT010,ETH-USD,29276,3306.99
CLIENT010,C,2380922,46.06
CLIENT010,TLT,105927,136.6
CLIENT010,PEP,492758,167.93
CLIENT010,BAC,1422222,53.4
CLIENT010,IEF,557840,114.66
CLIENT010,USO,270724,104.81
CLIENT010,JPM,446592,111.89
CLIENT010,GLD,228291,180.01
CLIENT010,QQQ,878442,349.44
CLIENT011,ETH-USD,27287,3730.41
CLIENT011,SPY,222107,509.67
CLIENT011,VNQ,1601056,85.15
CLIENT011,USO,581881,94.05
CLIENT011,PEP,196223,194.79
CLIENT011,GOOGL,12675,2010.4
CLIENT011,AMZN,17229,3082.43
CLIENT011,C,2399971,39.67
CLIENT011,KO,1128791,73.5
CLIENT011,QQQ,57373,367.77
CLIENT011,TLT,333746,126.75
CLIENT011,WFC,490470,60.27
CLIENT011,BAC,1159288,24.38
CLIENT011,MSFT,152692,398.47
CLIENT011,SLV,15696779,22.74
CLIENT012,USO,1942990,63.08
CLIENT012,JNJ,852216,164.84
CLIENT012,PG,444225,172.04
CLIENT012,QQQ,397409,284.97
CLIENT012,NVDA,174185,491.17
CLIENT012,AAPL,197123,186.98
CLIENT012,IEF,169375,136.6
CLIENT012,GOOGL,29601,2699.09
CLIENT012,BTC-USD,2532,40060.11
CLIENT012,KO,1218700,59.74
CLIENT012,JPM,503580,151.45
CLIENT012,SPY,49746,573.56
CLIENT012,BAC,835028,54.73
CLIENT012,GLD,61233,155.11
CLIENT012,TLT,116576,125.82
CLIENT012,TSLA,215787,222.74
CLIENT012,VTI,107791,207.72
CLIENT012,IWM,152644,266.97
CLIENT012,ETH-USD,6502,3319.79
CLIENT012,SLV,10782717,20.41
CLIENT013,SPY,198414,364.15
CLIENT013,JNJ,351924,133.63
CLIENT013,SLV,1571999,34.53
CLIENT013,TSLA,482544,212.43
CLIENT013,WFC,821035,69.71
CLIENT013,GOOGL,32647,2402.72
CLIENT013,GLD,106283,194.31
CLIENT013,ETH-USD,179042,2555.81
CLIENT014,PG,297603,186.76
CLIENT014,WFC,802020,64.44
CLIENT014,ETH-USD,23941,2816.5
CLIENT014,BTC-USD,375,81137.68
CLIENT014,BAC,487718,46.73
CLIENT014,KO,837202,57.47
CLIENT014,C,409431,36.44
CLIENT014,TLT,239814,133.77
CLIENT014,NVDA,46582,643.24
CLIENT014,MSFT,79642,268.75
CLIENT014,AAPL,222823,224.52
CLIENT014,IEF,526265,77.0
CLIENT014,GOOGL,10319,3103.86
CLIENT014,QQQ,88189,422.69
CLIENT014,JPM,147272,125.39
CLIENT014,JNJ,38719,194.72
CLIENT014,PEP,68430,207.9
CLIENT014,VTI,1073369,163.52
CLIENT015,BTC-USD,1273,71675.48
CLIENT015,IWM,326944,177.05
CLIENT015,GLD,351061,208.29
CLIENT015,SLV,1585934,27.21
CLIENT015,SPY,57963,528.74
CLIENT015,IEF,321488,125.48
CLIENT015,JPM,105695,126.54
CLIENT015,AAPL,55112,212.34
CLIENT015,TSLA,140893,177.91
CLIENT015,PG,257547,116.23
CLIENT015,PEP,159116,177.91
CLIENT015,GOOGL,2160,3085.94
CLIENT015,VNQ,93746,128.03
CLIENT015,BTC-USD,172,56031.02
CLIENT015,QQQ,66408,404.04
CLIENT015,JNJ,75277,123.12
CLIENT015,ETH-USD,5196,3321.29
CLIENT015,TLT,25423,140.08
CLIENT015,C,262848,75.01
CLIENT015,NVDA,19301,435.45
CLIENT015,VTI,486605,250.39
CLIENT016,JPM,302704,180.57
CLIENT016,USO,1281648,60.37
CLIENT016,AAPL,105574,152.89
CLIENT016,VNQ,425597,141.41
CLIENT016,BAC,349035,48.81
CLIENT016,SPY,44687,532.05
CLIENT016,AMZN,3982,4182.41
CLIENT016,ETH-USD,10996,2716.03
CLIENT016,TSLA,95615,236.92
CLIENT016,TLT,126831,139.39
CLIENT016,GLD,243198,128.05
CLIENT016,NVDA,20967,871.43
CLIENT016,MSFT,84256,331.3
CLIENT016,SLV,505655,29.89
CLIENT016,PG,57471,154.57
CLIENT016,IWM,48332,281.79
CLIENT016,IEF,130846,100.75
CLIENT016,C,235174,35.56
CLIENT016,JNJ,49838,213.81
CLIENT016,WFC,258610,42.48
CLIENT016,BTC-USD,258,33682.49
CLIENT016,KO,46162,57.72
CLIENT016,VTI,371628,227.27
CLIENT017,QQQ,92878,283.77
CLIENT017,GLD,295476,193.3
CLIENT017,TSLA,67182,258.61
CLIENT017,BTC-USD,186,69759.39
CLIENT017,IWM,215090,259.1
CLIENT017,AMZN,10038,2758.99
CLIENT017,BAC,173429,56.19
CLIENT017,USO,116319,105.63
CLIENT017,GOOGL,2936,3128.04
CLIENT017,TLT,331718,138.79
CLIENT017,JPM,215048,148.6
CLIENT017,VTI,132843,230.76
CLIENT017,PEP,43004,189.35
CLIENT017,VNQ,216594,117.29
CLIENT017,NVDA,59027,363.61
CLIENT017,ETH-USD,3785,4278.54
CLIENT017,SPY,249151,528.31
CLIENT018,AAPL,586271,180.14
CLIENT018,MSFT,227457,379.95
CLIENT018,ETH-USD,6292,4020.52
CLIENT018,QQQ,171113,404.18
CLIENT018,WFC,1259333,35.65
CLIENT018,SLV,1884168,21.99
CLIENT018,USO,92143,78.8
CLIENT018,GOOGL,14989,3127.87
CLIENT018,ETH-USD,4526,3614.13
CLIENT018,VTI,1351737,204.67
CLIENT019,SLV,5313514,26.28
CLIENT019,TLT,712271,96.85
CLIENT019,JNJ,980524,154.71
CLIENT019,MSFT,120799,267.18
CLIENT019,GOOGL,29457,3287.8
CLIENT019,BAC,3989754,25.8
CLIENT019,VNQ,1209286,81.41
CLIENT019,WFC,392001,69.49
CLIENT019,JPM,744397,116.11
CLIENT019,NVDA,71243,481.04
CLIENT019,GLD,133916,189.5
CLIENT019,PEP,302241,185.17
CLIENT019,ETH-USD,5318,5240.51
CLIENT019,IWM,406916,188.35
CLIENT019,VTI,332623,202.21
CLIENT019,QQQ,44271,401.49
CLIENT019,PG,99688,159.5
CLIENT019,USO,421976,86.61
CLIENT019,AAPL,224496,226.18
CLIENT019,C,9354606,46.73
CLIENT020,AMZN,43036,3205.13
CLIENT020,AAPL,750924,224.05
CLIENT020,BAC,3586191,32.31
CLIENT020,TLT,1049911,124.14
CLIENT020,ETH-USD,14890,2569.53
CLIENT020,VNQ,1835750,102.99
CLIENT020,BTC-USD,1534,63911.08
CLIENT020,SPY,362242,408.05
CLIENT020,MSFT,276577,442.1
CLIENT020,JPM,236616,103.01
CLIENT020,TSLA,98082,287.34
CLIENT020,USO,620513,107.11
CLIENT020,JNJ,452599,188.49
CLIENT020,KO,783931,50.01
CLIENT020,SLV,2433667,23.8
CLIENT020,PEP,107412,196.64
CLIENT020,PG,427243,147.18
CLIENT020,C,209724,64.74
CLIENT020,GLD,134474,222.84
CLIENT020,WFC,5837171,53.64
CLIENT021,AMZN,41264,3347.57
CLIENT021,NVDA,61979,572.5
CLIENT021,PEP,509209,199.88
CLIENT021,IEF,2089856,81.81
CLIENT021,C,719349,51.75
CLIENT021,MSFT,294218,453.28
CLIENT021,PG,187069,138.03
CLIENT021,TLT,637833,143.76
CLIENT021,SLV,3562528,27.84
CLIENT021,TSLA,145067,239.44
CLIENT021,JNJ,302576,190.92
CLIENT021,ETH-USD,168816,2925.31
CLIENT022,SPY,263459,388.36
CLIENT022,VTI,297386,176.52
CLIENT022,ETH-USD,3574,3921.43
CLIENT022,TLT,167193,85.23
CLIENT022,KO,987915,55.56
CLIENT022,USO,672711,96.1
CLIENT022,JPM,195335,149.85
CLIENT022,WFC,8059719,61.8
CLIENT023,NVDA,79752,538.04
CLIENT023,VTI,226180,252.09
CLIENT023,ETH-USD,14133,3755.07
CLIENT023,SLV,898749,24.39
CLIENT023,VNQ,217178,87.33
CLIENT023,IEF,829416,113.44
CLIENT023,GOOGL,26898,3069.32
CLIENT023,KO,975566,66.78
CLIENT023,GLD,261096,202.26
CLIENT023,TLT,571024,93.5
CLIENT023,WFC,508292,70.46
CLIENT023,C,129760,73.56
CLIENT023,JPM,384989,122.21
CLIENT023,QQQ,90083,329.16
CLIENT023,IWM,140127,183.85
CLIENT023,BAC,511243,51.63
CLIENT023,AMZN,4880,3910.05
CLIENT023,MSFT,75963,336.7
CLIENT023,TSLA,66431,232.67
CLIENT023,BTC-USD,332,45861.53
CLIENT023,PEP,47527,177.62
CLIENT023,USO,206321,52.39
CLIENT023,PG,16868,184.68
CLIENT023,JNJ,14789,213.38
CLIENT023,SPY,162412,572.84
CLIENT024,VNQ,751222,96.28
CLIENT024,AMZN,25051,4013.97
CLIENT024,GLD,187718,193.58
CLIENT024,USO,981128,57.46
CLIENT024,IWM,243495,231.77
CLIENT024,KO,557905,47.7
CLIENT024,AAPL,68629,201.43
CLIENT024,MSFT,108980,277.54
CLIENT024,BTC-USD,589,83316.65
CLIENT024,QQQ,96000,459.48
CLIENT024,PG,189613,141.32
CLIENT024,JPM,327863,108.27
CLIENT024,ETH-USD,4784,2774.21
CLIENT024,IEF,2186717,90.77
CLIENT025,JPM,376458,198.69
CLIENT025,C,1794567,40.57
CLIENT025,TSLA,390891,218.08
CLIENT025,GOOGL,17296,2775.36
CLIENT025,IEF,609883,83.63
CLIENT025,SLV,1674421,22.55
CLIENT025,VNQ,233627,129.63
CLIENT025,TLT,1084027,79.47
CLIENT025,AAPL,129829,193.95
CLIENT025,GLD,315137,145.71
CLIENT025,PEP,349620,227.3
CLIENT025,JNJ,169717,188.89
CLIENT025,QQQ,222402,289.99
CLIENT025,MSFT,1083452,384.72
CLIENT026,VNQ,379877,116.47
CLIENT026,QQQ,137603,534.2
CLIENT026,IEF,405024,130.03
CLIENT026,AAPL,574495,184.87
CLIENT026,ETH-USD,33639,3020.55
CLIENT026,SPY,74635,416.68
CLIENT026,TLT,346901,124.02
CLIENT026,BAC,1548999,27.33
CLIENT026,ETH-USD,22957,3047.65
CLIENT026,PEP,119150,212.73
CLIENT026,JNJ,97054,155.62
CLIENT026,VTI,127820,303.17
CLIENT026,USO,218525,97.64
CLIENT026,IWM,137813,218.97
CLIENT026,JPM,136643,212.21
CLIENT026,C,753327,40.31
CLIENT026,PG,172521,112.56
CLIENT026,NVDA,5085,1044.43
CLIENT026,GOOGL,6025,3033.64
CLIENT026,WFC,3581603,50.89
CLIENT027,ETH-USD,14517,4032.01
CLIENT027,JNJ,247031,169.85
CLIENT027,TSLA,90669,268.64
CLIENT027,BTC-USD,453,74751.52
CLIENT027,SLV,3264802,18.76
CLIENT027,ETH-USD,2246,5185.04
CLIENT027,GLD,172643,136.48
CLIENT027,BTC-USD,1342,38303.6
CLIENT027,JPM,109885,201.35
CLIENT027,IWM,169672,265.76
CLIENT027,GOOGL,9649,2265.02
CLIENT027,PEP,190129,184.98
CLIENT027,TLT,122154,126.87
CLIENT027,AMZN,7884,2669.2
CLIENT027,C,487136,50.21
CLIENT027,VTI,20133,331.32
CLIENT027,NVDA,7247,480.37
CLIENT027,BAC,532768,35.58
CLIENT027,VNQ,229718,65.56
CLIENT027,KO,2123783,48.95
CLIENT028,SLV,3763773,19.47
CLIENT028,WFC,682785,64.18
CLIENT028,KO,273912,71.29
CLIENT028,BTC-USD,1083,38620.43
CLIENT028,ETH-USD,10782,4921.84
CLIENT028,TSLA,55463,308.25
CLIENT028,IEF,375048,94.71
CLIENT028,USO,261740,88.36
CLIENT028,QQQ,22815,282.52
CLIENT028,JPM,160925,187.29
CLIENT028,VNQ,180366,70.32
CLIENT028,JNJ,82407,141.77
CLIENT028,BAC,196913,32.41
CLIENT028,NVDA,40362,561.98
CLIENT028,C,283829,80.96
CLIENT028,VTI,46990,299.35
CLIENT028,AMZN,37222,3912.59
CLIENT029,GOOGL,19866,3592.13
CLIENT029,C,589131,83.77
CLIENT029,SLV,505566,21.78
CLIENT029,GLD,106605,159.36
CLIENT029,WFC,325570,70.48
CLIENT029,KO,193667,76.68
CLIENT029,BAC,746099,47.05
CLIENT029,ETH-USD,6408,5192.47
CLIENT029,NVDA,532861,497.52
CLIENT030,MSFT,123724,414.37
CLIENT030,GLD,253333,204.73
CLIENT030,TLT,721870,65.37
CLIENT030,BTC-USD,688,44631.85
CLIENT030,USO,233063,107.49
CLIENT030,ETH-USD,5184,3227.33
CLIENT030,NVDA,37592,786.08
CLIENT030,JNJ,42254,170.03
CLIENT030,C,74818,73.27
CLIENT030,PEP,27014,210.19
CLIENT030,QQQ,52205,304.67
CLIENT030,IEF,40197,108.69
CLIENT030,JPM,89403,207.58
CLIENT030,AMZN,48307,3320.7
CLIENT031,PEP,539663,130.48
CLIENT031,VNQ,191223,119.94
CLIENT031,USO,248549,48.24
CLIENT031,JNJ,166715,176.66
CLIENT031,BTC-USD,586,59031.29
CLIENT031,GLD,354478,204.01
CLIENT031,NVDA,54304,685.39
CLIENT031,SLV,787713,28.08
CLIENT031,QQQ,42940,429.4
CLIENT031,GOOGL,3703,2570.16
CLIENT031,C,499180,44.58
CLIENT031,WFC,192156,57.31
CLIENT031,TSLA,160508,208.49
CLIENT031,BAC,536352,47.1
CLIENT031,AAPL,190741,155.36
CLIENT031,SPY,55601,354.27
CLIENT031,PG,146876,128.89
CLIENT031,IEF,333139,88.43
CLIENT031,AMZN,8576,2731.63
CLIENT031,VTI,18397,249.26
CLIENT031,KO,72505,65.3
CLIENT031,JPM,95966,207.58
CLIENT031,MSFT,22840,360.82
CLIENT031,IWM,717090,153.85
CLIENT032,WFC,610245,56.94
CLIENT032,PEP,283729,206.0
CLIENT032,JPM,110309,202.7
CLIENT032,AAPL,95901,225.38
CLIENT032,KO,743024,74.98
CLIENT032,PG,180894,181.83
CLIENT032,GLD,219941,147.83
CLIENT032,TLT,54555,128.06
CLIENT032,MSFT,61435,339.16
CLIENT032,VTI,74304,265.35
CLIENT032,NVDA,31296,736.56
CLIENT032,QQQ,91529,329.0
CLIENT032,SLV,5760270,33.16
CLIENT033,IWM,248010,178.25
CLIENT033,JPM,305727,113.0
CLIENT033,JNJ,178470,167.95
CLIENT033,BAC,762539,46.74
CLIENT033,VTI,94198,283.96
CLIENT033,NVDA,33266,1023.13
CLIENT033,PEP,143019,217.27
CLIENT033,BTC-USD,193,40868.36
CLIENT033,QQQ,409959,429.03
CLIENT034,PEP,272439,129.38
CLIENT034,SPY,20330,469.73
CLIENT034,TLT,179613,122.49
CLIENT034,MSFT,126097,279.25
CLIENT034,IEF,343165,99.38
CLIENT034,BAC,100000,51.9
CLIENT034,WFC,555378,59.17
CLIENT034,JNJ,29312,188.99
CLIENT034,KO,110907,60.83
CLIENT034,GOOGL,4672,2307.03
CLIENT034,AAPL,113568,155.51
CLIENT034,IWM,31378,229.29
CLIENT034,VNQ,72634,82.22
CLIENT034,GLD,69846,215.93
CLIENT034,JPM,60651,151.79
CLIENT034,USO,64444,89.46
CLIENT034,AMZN,3527,3869.44
CLIENT034,SLV,3304119,32.76
CLIENT035,BTC-USD,250,76116.51
CLIENT035,MSFT,183001,240.03
CLIENT035,VTI,32517,288.22
CLIENT035,AAPL,250600,133.4
CLIENT035,BAC,112910,53.0
CLIENT035,JNJ,34685,211.03
CLIENT035,BTC-USD,108,70618.67
CLIENT035,VNQ,150560,76.83
CLIENT035,IEF,83771,141.08
CLIENT035,IWM,128471,193.69
CLIENT035,KO,427051,49.67
CLIENT035,NVDA,18602,635.53
CLIENT035,SLV,505843,29.78
CLIENT035,SPY,8119,345.69
CLIENT035,TLT,161711,89.29
CLIENT035,ETH-USD,2835,2916.52
CLIENT035,PEP,37379,162.41
CLIENT035,PG,58542,123.27
CLIENT035,C,142891,43.21
CLIENT035,GOOGL,35202,2041.55
CLIENT036,IEF,871155,120.09
CLIENT036,BAC,2084867,38.99
CLIENT036,C,561517,79.74
CLIENT036,GOOGL,30350,3576.41
CLIENT036,PG,714341,136.38
CLIENT036,JNJ,424409,147.08
CLIENT036,AAPL,219223,226.83
CLIENT036,TSLA,72101,222.25
CLIENT036,VNQ,1010301,97.04
CLIENT036,AMZN,16109,3248.48
CLIENT036,USO,906004,92.47
CLIENT036,MSFT,158281,292.58
CLIENT036,TLT,229851,120.3
CLIENT036,NVDA,16914,543.12
CLIENT036,WFC,1667747,35.01
CLIENT036,KO,486806,73.81
CLIENT036,PEP,1645158,184.52
CLIENT037,USO,318062,64.09
CLIENT037,GLD,413428,174.52
CLIENT037,WFC,1055331,62.91
CLIENT037,QQQ,25089,526.31
CLIENT037,JNJ,324706,122.29
CLIENT037,IWM,277456,207.37
CLIENT037,JPM,617629,121.56
CLIENT037,IEF,230836,94.41
CLIENT037,AMZN,17240,2521.32
CLIENT037,BTC-USD,894,38264.83
CLIENT037,KO,433019,72.67
CLIENT037,BAC,491287,52.32
CLIENT037,TSLA,96308,270.1
CLIENT037,VTI,55437,300.83
CLIENT037,SPY,37321,541.02
CLIENT037,AAPL,140878,173.35
CLIENT037,ETH-USD,8481,2651.33
CLIENT037,PG,28995,160.69
CLIENT037,NVDA,24705,534.32
CLIENT037,VNQ,1631616,92.69
CLIENT038,MSFT,67699,441.96
CLIENT038,SLV,3688401,24.42
CLIENT038,AAPL,378637,203.07
CLIENT038,IWM,121641,226.17
CLIENT038,USO,618446,76.01
CLIENT038,C,237819,78.64
CLIENT038,GLD,97796,136.15
CLIENT038,GOOGL,15203,3220.74
CLIENT038,IEF,176333,74.76
CLIENT038,JNJ,1411879,201.45
CLIENT039,USO,338407,107.45
CLIENT039,SPY,76369,599.49
CLIENT039,VNQ,291696,76.48
CLIENT039,AMZN,21296,2485.83
CLIENT039,TLT,374237,94.47
CLIENT039,JNJ,181806,126.68
CLIENT039,GOOGL,4172,2042.39
CLIENT039,WFC,865252,33.15
CLIENT039,PG,123652,113.68
CLIENT039,BTC-USD,402,57699.45
CLIENT039,VTI,50555,178.86
CLIENT039,AAPL,219740,121.31
CLIENT039,IWM,62940,280.09
CLIENT039,JPM,107320,124.69
CLIENT039,GLD,588904,225.84
CLIENT040,AAPL,140676,131.73
CLIENT040,TSLA,73989,183.91
CLIENT040,JNJ,73800,123.88
CLIENT040,USO,488992,97.31
CLIENT040,GLD,60749,178.17
CLIENT040,BAC,819641,30.49
CLIENT040,SPY,64446,587.03
CLIENT040,ETH-USD,4829,3469.01
CLIENT040,QQQ,65197,467.71
CLIENT040,JPM,115995,123.22
CLIENT040,C,727840,34.71
CLIENT040,IWM,48472,207.67
CLIENT040,AMZN,6996,3388.42
CLIENT040,GOOGL,1915,3100.09
CLIENT040,TLT,81543,118.49
CLIENT040,PEP,45236,189.14
CLIENT040,NVDA,160071,766.88
CLIENT041,MSFT,296402,428.03
CLIENT041,NVDA,76487,879.03
CLIENT041,KO,2284464,61.58
CLIENT041,USO,1538994,86.21
CLIENT041,VNQ,685686,107.27
CLIENT041,SPY,262688,572.95
CLIENT041,PEP,158739,223.02
CLIENT041,VTI,71343,276.39
CLIENT041,SLV,3764327,29.31
CLIENT041,TSLA,118497,201.32
CLIENT041,GOOGL,7445,3008.14
CLIENT041,BTC-USD,1088,75005.41
CLIENT041,AAPL,70992,197.7
CLIENT041,AMZN,3464,4046.49
CLIENT041,C,203889,82.21
